Event ,County ,District ,Division ,Date ,Place,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Victims ,Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Damages in roads Mts ,Comments,Responder: military ,Responder: police ,Responder: Red Cross ,Responder: MOSP ,Responder: Nairobi Fire Brigade ,Responder: KPLC ,Responder: UNICEF ,Responder: Saint John Ambulance ,Responder: IRC ,Other Responders ,House: Iron Sheet ,House: Wooden ,House: Mud ,House: Grass Thatched ,House: Tent ,Coordinate Info,County_GIS,Constituency_GIS,County Centriod
FLOOD,KITUI,MWINGI,MUMONI,01/01/2010 12:00:00 AM,Bailey Brigde,,,,,,,,,,0,0,,,,0,,washout of River Katse,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,ISIOLO,ISIOLO,MERTI,04/25/2005 12:00:00 AM,Dololo Dakiye,,,,,,,240,,,0,0,,,,0,,40 Households were affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.434479167, 38.70002046)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
DROUGHT,MERU,MERU NORTH,MERU N.N. PARK,09/10/2009 12:00:00 AM,Meru National Park,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(0.121526098, 38.20828467)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/08/2009 12:00:00 AM,"Kyome, Thaluni village",,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/05/2010 12:00:00 AM,Migwani,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/05/2010 12:00:00 AM,NZAUNI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/05/2010 12:00:00 AM,THITANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/05/2010 12:00:00 AM,NGUUTANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MIGWANI,01/05/2010 12:00:00 AM,KYOME,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.985261207, 37.94064281)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,KISUMU,NYANDO,MIWANI,10/21/2009 12:00:00 AM,"Kigoche, Sande Magare",,,,,,,,,,0,0,,yes,,0,,216 families were affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(-0.093357075, 34.97228845)",KISUMU,NYAKACH,"(-0.16945869476, 34.83520346600)"
FLOOD,GARISSA,GARISSA,MODOGASHE,07/11/2008 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.554069833, 39.22166631)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,10/01/2010 12:00:00 AM,"Rosoga, Emining, Kiplombe hills",,,,,,,426,,,0,0,,Yes,,0,,"Bridges were destroyed, floods drained into 5 cattle dips therby diluting the dip wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,02/01/2010 12:00:00 AM,,1,,,100,,,1168,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,02/01/2009 12:00:00 AM,Moi Ndambi area,,,,,,,1168,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,,1,,,,,,100,,,0,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,Waseges bridge,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,Rosoga bridge,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,Kabogor bridge,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,Molok bridge,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,Kipchobet bridge,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,04/01/2010 12:00:00 AM,,,,,,,,,,,0,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
DROUGHT,BARINGO,KOIBATEK,MOGOTIO,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
DROUGHT,BARINGO,KOIBATEK,MOGOTIO,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,BARINGO,KOIBATEK,MOGOTIO,10/04/2013 12:00:00 AM,Rosoga village,1,,,,,,,,,0,0,,yes,,0,,"The victim was swept away by water, body retrieved and taken to Eldama Ravine district hospital Mortuary",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.11061631, 35.99781576)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
DROUGHT,UASIN GISHU,UASIN GISHU,MOIBEN,04/25/2009 12:00:00 AM,Kimumu Village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.724674092, 35.39109231)",UASIN GISHU,AINABKOI,"(0.52608589155, 35.32201166720)"
THUNDERSTORM,NAKURU,NAKURU,MOLO,09/19/2011 12:00:00 AM,Kiptagich area,3,,,1,,,3,,,0,0,,,,0,,3 Juveniles thrown out of the grass thatched house,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,03/21/2009 12:00:00 AM,Nessuit,,,,,,,,,,0,0,,,200,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,03/21/2009 12:00:00 AM,Logoman,,,,,,,,,,0,0,,,250,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,03/21/2009 12:00:00 AM,Likia,,,,,,,,,,0,0,,,150,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,03/25/2009 12:00:00 AM,Sururu Forest,,,,,,,,,,0,0,,,5000,0,,Indigenous forest was on fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,MOLO,04/01/2010 12:00:00 AM,Chepalungu,,,,,,,,,,0,0,,,,0,,Bomet - Koposwaro road destroyed,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,02/23/2005 12:00:00 AM,Molo,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,MOLO,02/23/2005 12:00:00 AM,Sururu,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,NAKURU,NAKURU,MOLO,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,NAKURU,NAKURU,MOLO,01/08/2009 12:00:00 AM,Kasarani Village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.221156718, 35.7586183)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,LAMU,LAMU,MPEKETONI,01/08/2009 12:00:00 AM,Bahari,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.170220259, 40.57899461)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
FLOOD,KWALE,KWALE,MSAMBWENI,10/13/2011 12:00:00 AM,Diani Location,,,,,,,,,,0,0,,,,0,,"3 villages, Harmony, Sululu and Lemba were submerged by the floods",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
EPIDEMIC,KWALE,KWALE,MSAMBWENI,02/27/2010 12:00:00 AM,Msambweni,5,,,,,,6,,,0,0,,Yes,,0,,"Local community are using water from stagnant water pans and shallow wells, Low latrine coverage (32%), limited use of the available toilets, open[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
EPIDEMIC,KWALE,KWALE,MSAMBWENI,10/16/2009 12:00:00 AM,Msambweni,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
DROUGHT,KWALE,KWALE,MSAMBWENI,02/28/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
DROUGHT,KWALE,KWALE,MSAMBWENI,09/03/2011 12:00:00 AM,,,,,,,,45100,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
DROUGHT,KWALE,KWALE,MSAMBWENI,01/08/2009 12:00:00 AM,Msambweni,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
FLOOD,KWALE,KWALE,MSAMBWENI,01/06/2008 12:00:00 AM,Kinondo,,,,4,,,46,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
FLOOD,KWALE,KWALE,MSAMBWENI,10/27/2006 12:00:00 AM,Mwereni,4,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.408103236, 39.11858077)",KWALE,KINANGO,"(-4.18314952721, 39.19041190050)"
FOREST FIRE,MERU,MERU CENTRAL,MT KENYA FOREST,03/23/2009 12:00:00 AM,Mbeo area of lower Imenti forest station,,,,,,,,,,0,0,,,20,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.016829363, 37.44090312)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
FOREST FIRE,MERU,MERU CENTRAL,MT KENYA FOREST,02/26/2003 12:00:00 AM,Mt. Kenya Forest,,,,,,,,,,0,0,,,1200,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.016829363, 37.44090312)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
FLOOD,MAKUENI,MAKUENI,MTITO ANDEI,11/13/2008 12:00:00 AM,Kambu,2,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,MTITO ANDEI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,KATHEKANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,KAMBU,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,NGWATA,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,NTHONGONI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,MTITO ANDEI,01/05/2010 12:00:00 AM,NZAMBANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.585355836, 38.16737924)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,KISUMU,NYANDO,MUHORONI,04/26/2009 12:00:00 AM,Ochoria - Kipsamwe Village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.124999027, 35.17499564)",KISUMU,NYAKACH,"(-0.16945869476, 34.83520346600)"
DROUGHT,KISUMU,NYANDO,MUHORONI,04/26/2009 12:00:00 AM,"Chemelili, Miwani East, Kibigori Village",,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.124999027, 35.17499564)",KISUMU,NYAKACH,"(-0.16945869476, 34.83520346600)"
FOREST FIRE,LAIKIPIA,LAIKIPIA WEST,MUKOGONDO,01/03/2004 12:00:00 AM,Mukongondo Forest,,,,,,,,,,0,0,,,1000,0,,Indigenous trees burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.417340105, 37.12574604)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
DROUGHT,NYERI,NYERI,MUKURWE-INI,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.577948615, 37.07631395)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,MUKURWE-INI,10/03/2011 12:00:00 AM,,,,,,,,18000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.577948615, 37.07631395)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,MUKURWE-INI,08/03/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.577948615, 37.07631395)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
LANDSLIDE,NYERI,NYERI,MUKURWE-INI,05/05/2010 12:00:00 AM,,2,,,,,,100,,,0,0,,,,0,,150 Households were evacuated,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(-0.577948615, 37.07631395)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
EXTREME RAINS,NYERI,NYERI,MUKURWE-INI,06/30/2012 12:00:00 AM,Mukurwei ini,,,,,,8700,,,,0,0,,yes,,0,,"Amount of food required maize-108,500.Expected time of harvest August and September.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.577948615, 37.07631395)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
FLOOD,NAROK,NAROK,MULOT,07/04/2013 12:00:00 AM,Mulot,1,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.808738022, 35.49028587)",NAROK,NAROK SOUTH,"(-1.25479033211, 35.57632921390)"
WINDSTORM,BARINGO,KOIBATEK,MUMBERES,03/13/2013 12:00:00 AM,Timboroa,,,,6,,,36,,,0,0,1,,,0,,"Roofs of 6 houses and a class were blown off,a transformer and a cattle were struck by lightning.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.041065386, 35.57997756)",BARINGO,BARINGO CENTRAL,"(0.66925198032, 35.94646535270)"
FLOOD,KAKAMEGA,BUTERE MUMIAS,MUMIAS,02/21/2011 12:00:00 AM,Shilamura area,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.29304838, 34.51686091)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
THUNDERSTORM,KAKAMEGA,BUTERE MUMIAS,MUMIAS,03/07/2011 12:00:00 AM,Maeni Sublocation,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.29304838, 34.51686091)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
DROUGHT,KAKAMEGA,BUTERE MUMIAS,MUMIAS,05/13/2009 12:00:00 AM,,,,,,,,334000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.29304838, 34.51686091)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
THUNDERSTORM,KAKAMEGA,BUTERE MUMIAS,MUMIAS,09/08/2012 12:00:00 AM,Buchirinya village,1,,,,,,,,,0,0,,yes,,0,,Body removed to St'Mary mission hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.29304838, 34.51686091)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
FLOOD,KITUI,MWINGI,MUMONI,01/01/2010 12:00:00 AM,Kamuongo-Katooni road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,KITUI,MWINGI,MUMONI,01/01/2010 12:00:00 AM,Kamuongo- Kalatine- Kiambere road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,KITUI,MWINGI,MUMONI,01/01/2010 12:00:00 AM,Thua-Nguuku road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,KITUI,MWINGI,MUMONI,01/01/2010 12:00:00 AM,Katse detour,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MUMONI,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,MUMONI,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.509374552, 38.02148437)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,NYERI,NYERI,MUNICIPALITY,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.416137094, 36.96505115)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,MUNICIPALITY,04/03/2011 12:00:00 AM,,,,,,,,16321,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.416137094, 36.96505115)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
EXTREME RAINS,NYERI,NYERI,MUNICIPALITY,06/30/2012 12:00:00 AM,Nyeri Central,,,,,,16500,,,,0,0,,yes,,0,,"Amount of food required oil-16500,maize-9900 and beans-4027",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.416137094, 36.96505115)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
EXTREME RAINS,NYERI,NYERI,MUNICIPALITY,06/30/2012 12:00:00 AM,Nyeri South,,,,,,1000,,,,0,0,,yes,,0,,"Amount of food required maize-130,500 and beans-30,400.Expected time of harvest August and september.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.416137094, 36.96505115)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,KITUI,KITUI,MUTITU,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.35328287, 38.2910292)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,KITUI,MUTITU,01/05/2010 12:00:00 AM,THUA,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.35328287, 38.2910292)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,KITUI,MUTITU,01/05/2010 12:00:00 AM,ZOMBE,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.35328287, 38.2910292)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
